ci,absmag,log_lum,dist
0.44973543,3.7469165,0.4595469,103.183075
0.44963336,3.746857,0.45960477,103.20068
0.44953114,3.7467983,0.4596627,103.21828
0.449429,3.7467382,0.45972076,103.235886
0.44932687,3.746679,0.45977864,103.253494
0.44922474,3.7466195,0.4598367,103.27109
0.44912258,3.7465603,0.4598945,103.28873
0.4490205,3.746501,0.45995244,103.30629
0.4489183,3.7464411,0.46001062,103.3239
0.44881633,3.7463825,0.46006837,103.34148
0.4487142,3.7463224,0.4601263,103.359085
0.44861192,3.7462633,0.46018443,103.37669
0.44850987,3.7462041,0.46024212,103.39429
0.44840786,3.746144,0.46030018,103.411896
0.44830564,3.7460854,0.46035805,103.429474
0.44820353,3.7460258,0.46041605,103.44708
0.4481014,3.7459662,0.46047398,103.46471
0.44799918,3.7459066,0.46053216,103.48233
0.44789705,3.7458467,0.46059015,103.49992
0.447795,3.745788,0.4606478,103.51749
0.44769278,3.7457285,0.46070597,103.53511
0.4475907,3.745669,0.4607639,103.552704
0.4474886,3.7456098,0.46082172,103.57031
0.4473864,3.7455504,0.4608797,103.58789
0.4472843,3.745491,0.4609377,103.60553
0.44718224,3.7454312,0.46099564,103.62308
0.44708002,3.7453718,0.46105376,103.64072
0.44697788,3.7453122,0.4611117,103.658325
0.44687578,3.745253,0.46116957,103.67592
0.44677368,3.745194,0.46122757,103.69351
0.44667137,3.7451339,0.46128568,103.711136
0.44656938,3.7450745,0.46134362,103.728745
0.4464673,3.7450159,0.46140125,103.74632
0.44636515,3.7449565,0.46145925,103.763885
0.44626287,3.7448967,0.46151736,103.781525
0.4461608,3.744837,0.46157542,103.79912
0.4460587,3.7447774,0.46163335,103.81676
0.44595668,3.7447183,0.46169123,103.83432
0.4458545,3.7446592,0.4617491,103.85193
0.44575232,3.7445996,0.46180704,103.86952
0.44565016,3.7445405,0.46186498,103.88713
0.445548,3.744481,0.4619229,103.90474
0.44544584,3.7444217,0.4619809,103.9223
0.44534373,3.744362,0.4620389,103.93991
0.44524154,3.744302,0.4620972,103.957565
0.44513947,3.7442431,0.4621549,103.97516
0.4450374,3.7441838,0.46221277,103.99274
0.44493517,3.7441237,0.46227095,104.010376
0.44483298,3.7440648,0.46232876,104.028046
0.4447307,3.7440066,0.46238646,104.04584
0.44462842,3.743948,0.4624444,104.06366
0.44452605,3.7438889,0.46250233,104.08147
0.44442374,3.7438304,0.4625601,104.09926
0.4443214,3.743771,0.46261838,104.11714
0.4442192,3.743713,0.46267602,104.1349
0.44411677,3.743654,0.462734,104.15274
0.44401452,3.7435954,0.46279177,104.17056
0.44391212,3.7435367,0.46284965,104.188354
0.4438099,3.7434783,0.46290752,104.20618
0.44370756,3.743419,0.46296564,104.224
0.44360515,3.74336,0.46302357,104.24182
0.44350287,3.7433016,0.46308145,104.25961
0.44340056,3.7432425,0.46313933,104.2775
0.44329825,3.743184,0.46319702,104.29529
0.44319603,3.7431254,0.46325508,104.31308
0.44309354,3.7430658,0.46331313,104.33089
0.44299132,3.7430081,0.46337077,104.348724
0.44288892,3.742949,0.46342883,104.36653
0.44278675,3.7428908,0.46348652,104.38432
0.44268432,3.742832,0.46354452,104.40216
0.44258198,3.7427726,0.46360257,104.41998
0.44247958,3.7427144,0.46366027,104.437775
0.4423774,3.7426553,0.46371827,104.45561
0.442275,3.742596,0.46377644,104.47345
0.44217274,3.742538,0.46383414,104.49123
0.44207028,3.7424784,0.46389225,104.509125
0.441968,3.7424202,0.46395,104.526886
0.44186574,3.742362,0.4640077,104.54468
0.4417633,3.7423027,0.46406564,104.562515
0.44166106,3.7422435,0.46412382,104.58035
0.4415588,3.742185,0.4641815,104.59816
0.4414564,3.7421265,0.4642395,104.61598
0.4413542,3.7420683,0.4642972,104.63377
0.44125187,3.7420087,0.4643552,104.65161
0.44114944,3.7419498,0.46441337,104.66945
0.4410472,3.7418916,0.46447095,104.68721
0.4409449,3.7418334,0.46452877,104.705
0.44084263,3.741774,0.46458682,104.72284
0.44074023,3.741715,0.46464488,104.74069
0.4406379,3.7416568,0.46470258,104.7585
0.44053552,3.7415974,0.46476057,104.77632
0.44043323,3.7415392,0.46481827,104.79411
0.44033092,3.7414808,0.4648762,104.811935
0.4402287,3.741422,0.46493402,104.82973
0.4401263,3.7413628,0.4649922,104.847565
0.44002402,3.7413044,0.46505,104.86539
0.43992162,3.7412448,0.465108,104.883224
0.43981928,3.7411864,0.46516576,104.90102
0.43971702,3.7411282,0.46522352,104.91882
0.4396147,3.7410693,0.46528152,104.936646
0.43951243,3.7410102,0.4653394,104.95445
0.43940994,3.740951,0.4653977,104.97232
0.43930763,3.7408931,0.46545532,104.99011
0.43920532,3.740834,0.46551332,105.007935
0.43910307,3.7407756,0.46557108,105.02573
0.4390249,3.7407162,0.4656262,105.04138
0.43896362,3.7406578,0.46567902,105.0555
0.43890217,3.7405982,0.46573207,105.06964
0.43884084,3.7405396,0.46578482,105.083725
0.4387794,3.740481,0.46583757,105.09784
0.43871808,3.7404215,0.46589068,105.11197
0.4386567,3.7403626,0.46594355,105.12608
0.43859535,3.7403038,0.4659963,105.14021
0.43853402,3.740245,0.46604916,105.1543
0.43847257,3.740186,0.46610227,105.16846
0.43841127,3.7401268,0.46615508,105.182526
0.43834984,3.7400677,0.46620813,105.19672
0.43828854,3.7400095,0.4662607,105.21077
0.4382272,3.7399504,0.4663135,105.22487
0.43816566,3.739891,0.46636674,105.23903
0.43810436,3.7398326,0.46641955,105.25314
0.438043,3.7397733,0.46647254,105.26729
0.43798158,3.7397144,0.4665253,105.28134
0.4379202,3.7396548,0.46657845,105.29549
0.43785897,3.7395966,0.46663103,105.309616
0.43779758,3.7395372,0.46668413,105.32373
0.43773603,3.7394783,0.46673706,105.337845
0.43767485,3.7394197,0.46678987,105.35191
0.43761337,3.7393608,0.46684286,105.36607
0.43755198,3.739301,0.46689585,105.38023
0.43749067,3.739243,0.46694842,105.3943
0.43742934,3.739184,0.46700147,105.40842
0.4373679,3.7391243,0.46705458,105.42258
0.43730646,3.7390652,0.4671075,105.43669
0.43724516,3.7390068,0.46716025,105.450806
0.43718383,3.7389476,0.467213,105.464874
0.4371225,3.7388887,0.46726605,105.479034
0.43706116,3.73883,0.46731886,105.49313
0.43699974,3.738771,0.4673718,105.50726
0.43693832,3.738712,0.4674246,105.52138
0.43687686,3.738653,0.46747777,105.53552
0.43681565,3.738594,0.4675304,105.54961
0.4367542,3.7385356,0.4675834,105.56377
0.43669286,3.738476,0.46763638,105.57788
0.43663135,3.7384171,0.4676893,105.591995
0.43657008,3.7383585,0.46774217,105.60611
0.4365087,3.7382996,0.4677948,105.62019
0.43644732,3.7382405,0.46784773,105.63432
0.436386,3.7381818,0.46790072,105.64842
0.43632454,3.7381222,0.4679537,105.66258
0.43626317,3.7380636,0.46800658,105.67667
0.43620175,3.7380044,0.46805963,105.690796
0.43614048,3.737946,0.46811232,105.704895
0.43607908,3.7378871,0.46816513,105.719025
0.4360177,3.7378278,0.46821812,105.733154
0.4359563,3.7377684,0.46827117,105.7473
0.43589503,3.73771,0.46832398,105.76135
0.43583366,3.7376509,0.46837696,105.77553
0.4357723,3.737592,0.46842983,105.78961
0.4357108,3.7375324,0.46848288,105.80374
0.4356495,3.737474,0.4685357,105.81789
0.43558812,3.7374148,0.46858856,105.831985
0.43552673,3.7373562,0.4686415,105.8461
0.43546534,3.7372968,0.46869448,105.8602
0.43540406,3.7372386,0.4687471,105.87431
0.43534255,3.7371788,0.4688004,105.88847
0.4352813,3.7371197,0.4688531,105.90259
0.43521744,3.7370605,0.46890995,105.91644
0.43515316,3.737002,0.46896705,105.93024
0.43508354,3.7369137,0.46903375,105.94603
0.43501344,3.7368233,0.4691014,105.96205
0.43494347,3.7367337,0.46916863,105.97797
0.43487352,3.7366445,0.46923605,105.99391
0.43480343,3.7365544,0.46930352,106.00989
0.4347334,3.736465,0.4693707,106.02582
0.43466336,3.7363749,0.46943823,106.04178
0.43459326,3.7362847,0.46950576,106.057755
0.43452314,3.7361946,0.46957323,106.073715
0.4344532,3.736105,0.46964064,106.089645
0.43438318,3.736015,0.46970794,106.10562
0.4343131,3.735925,0.4697756,106.12161
0.43424308,3.7358356,0.46984276,106.13756
0.43417302,3.735745,0.4699104,106.15347
0.43410265,3.7356532,0.4699783,106.16966
0.43403003,3.735547,0.4700502,106.18709
0.43395734,3.7354412,0.47012183,106.20451
0.43388477,3.735335,0.4701936,106.22189
0.43381226,3.73523,0.470265,106.23927
0.43373954,3.7351239,0.47033694,106.256714
0.43366706,3.7350183,0.4704086,106.27409
0.43359435,3.7349117,0.4704806,106.29158
0.43352178,3.734806,0.47055218,106.308914
0.4334492,3.7347002,0.47062376,106.326355
0.43337652,3.7345943,0.47069564,106.343765
0.43330392,3.7344885,0.47076723,106.361176
0.43323138,3.7343824,0.4708391,106.378586
0.43315876,3.7342763,0.47091094,106.39604
0.43308622,3.734171,0.47098252,106.41339
0.4330136,3.734065,0.4710543,106.4308
0.43294093,3.7339592,0.47112587,106.44823
0.43286836,3.733853,0.4711977,106.46567
0.43279532,3.733745,0.47127065,106.48334
0.43272176,3.7336373,0.47134468,106.50137
0.4326482,3.7335286,0.4714187,106.51941
0.4325745,3.7334194,0.47149327,106.537506
0.4325009,3.7333102,0.47156736,106.5556
0.43242735,3.7332022,0.4716415,106.57364
0.43235373,3.7330928,0.4717159,106.591705
0.43228018,3.7329843,0.47178987,106.60974
0.4322066,3.7328753,0.47186437,106.62784
0.432133,3.7327657,0.47193864,106.64589
0.4320594,3.7326577,0.4720126,106.663925
0.43198577,3.7325492,0.47208682,106.68198
0.43191227,3.7324402,0.47216102,106.70006
0.4318386,3.732336,0.47223338,106.71753
0.4317649,3.7322443,0.47230104,106.73346
0.43169126,3.7321522,0.4723688,106.74939
0.43161756,3.7320607,0.47243634,106.765335
0.43154392,3.7319689,0.47250393,106.78125
0.4314702,3.7318766,0.4725717,106.797226
0.43139637,3.7317848,0.47263953,106.81317
0.43132284,3.7316935,0.47270688,106.829025
0.43125024,3.731615,0.47276977,106.84503
0.43117905,3.731554,0.47282675,106.86098
0.43110797,3.7314928,0.47288367,106.87695
0.43103662,3.731429,0.47294024,106.8931
0.4309656,3.731342,0.47299275,106.91075
0.4308945,3.731255,0.47304514,106.92836
0.43082353,3.7311692,0.47309712,106.94594
0.4307524,3.7310815,0.47314999,106.96362
0.43068135,3.7309942,0.47320244,106.98128
0.43061024,3.7309074,0.473255,106.9989
0.43053916,3.730821,0.47330716,107.01651
0.43046805,3.7307336,0.47335967,107.034164
0.43039706,3.7306473,0.473412,107.05177
0.43032598,3.73056,0.47346446,107.06943
0.43025485,3.7304735,0.4735169,107.08707
0.43018383,3.7303865,0.47356942,107.10469
0.43011263,3.7302988,0.47362205,107.122314
0.43004173,3.7302127,0.4736742,107.13995
0.42997062,3.7301254,0.47372672,107.15758
0.42989933,3.730038,0.47377947,107.17526
0.4298284,3.7299511,0.4738318,107.1929
0.42975742,3.7298653,0.47388372,107.21045
0.4296863,3.7297778,0.47393647,107.2281
0.42961523,3.729691,0.47398874,107.24576
0.42954418,3.729605,0.47404107,107.26335
0.42947313,3.7295177,0.4740936,107.28102
0.42940202,3.7294307,0.47414604,107.298645
0.42933103,3.7293437,0.47419855,107.316315
0.42925987,3.7292562,0.47425106,107.33391
0.42918882,3.7291698,0.47430333,107.35153
0.42911774,3.729083,0.4743558,107.36917
0.42904666,3.7289956,0.47440842,107.386826
0.4289757,3.7289093,0.47446057,107.404434
0.42890453,3.728822,0.47451326,107.42209
0.42883343,3.728735,0.4745657,107.43974
0.42876247,3.728649,0.47461787,107.45732
0.42869133,3.7285614,0.47467056,107.475006
0.4286203,3.7284741,0.474723,107.49263
0.4285492,3.7283876,0.47477528,107.51027
0.4284782,3.728301,0.47482774,107.52789
0.42840704,3.7282145,0.47488007,107.5455
0.428336,3.728127,0.47493258,107.56311
0.42826492,3.7280402,0.47498503,107.580765
0.42819735,3.72795,0.47503856,107.59805
0.42813736,3.7278516,0.47509488,107.614685
0.42807752,3.7277539,0.47515097,107.631226
0.42801768,3.7276561,0.475207,107.6478
0.4279578,3.7275586,0.4752631,107.66438
0.427898,3.727461,0.47531918,107.68091
0.42783812,3.7273636,0.47537526,107.697495
0.42777824,3.7272658,0.47543147,107.71405
0.42771837,3.7271676,0.47548768,107.73062
0.42765847,3.72707,0.47554383,107.74722
0.42759869,3.7269719,0.47560003,107.763794
0.4275388,3.726874,0.475656,107.780304
0.4274789,3.7267766,0.47571203,107.796906
0.4274191,3.7266786,0.47576812,107.81349
0.42735922,3.7265813,0.47582415,107.83002
0.42729926,3.7264829,0.47588053,107.84665
0.42723948,3.7263856,0.4759365,107.86319
0.42717957,3.7262874,0.4759927,107.87976
0.4271197,3.7261899,0.47604892,107.89633
0.4270597,3.7260919,0.47610506,107.91289
0.42700002,3.7259948,0.47616097,107.92935
0.42694014,3.7259042,0.47621974,107.94289
0.42688042,3.7258139,0.4762784,107.956436
0.42682084,3.7257235,0.47633687,107.97
0.42676112,3.7256336,0.47639534,107.98349
0.4267014,3.725543,0.4764541,107.997055
0.4266416,3.7254524,0.4765127,108.010605
0.4265819,3.7253618,0.4765714,108.024155
0.42652217,3.7252715,0.47662994,108.037704
0.42646238,3.725181,0.4766886,108.051254
0.4264026,3.7250907,0.47674724,108.06482
0.426343,3.7250004,0.47680584,108.078354
0.42628327,3.7249095,0.47686443,108.09189
0.42622346,3.724819,0.4769232,108.10547
0.42616385,3.7247293,0.47698155,108.11897
0.42610413,3.7246385,0.47704032,108.13255
0.42604426,3.7245479,0.47709903,108.1461
0.42598456,3.7244575,0.47715762,108.15964
0.4259248,3.7243676,0.4772161,108.17319
0.42586514,3.724277,0.4772747,108.18674
0.4258054,3.724186,0.47733352,108.20027
0.42574576,3.724096,0.4773921,108.21385
0.42568597,3.7240057,0.47745046,108.22737
0.42562622,3.7239156,0.47750917,108.240906
0.4255664,3.7238245,0.47756788,108.254486
0.4255068,3.7237346,0.4776263,108.268005
0.42544705,3.723644,0.47768494,108.281555
0.42538735,3.7235532,0.47774377,108.295135
0.42532757,3.7234628,0.47780243,108.30867
0.42526785,3.723373,0.47786084,108.322205
0.425208,3.7232816,0.4779198,108.335785
0.4251484,3.7231915,0.47797826,108.34932
0.4250886,3.7231011,0.47803685,108.362885
0.42502803,3.722983,0.47809604,108.377335
0.4249673,3.7228527,0.4781553,108.39215
0.42490646,3.7227228,0.4782147,108.40697
0.42484578,3.7225928,0.47827402,108.42183
0.42478496,3.7224631,0.4783331,108.4366
0.42472413,3.7223318,0.4783928,108.45146
0.4246633,3.7222025,0.47845194,108.46629
0.42460248,3.7220721,0.47851142,108.481125
0.42454162,3.7219417,0.4785708,108.49599
0.42448083,3.7218127,0.47862992,108.51079
0.4244199,3.7216814,0.47868964,108.525696
0.4243592,3.7215517,0.47874895,108.54048
0.42429844,3.7214217,0.47880808,108.55528
0.4242376,3.7212918,0.47886738,108.570145
0.42417675,3.7211614,0.47892693,108.58499
0.42411596,3.7210321,0.47898594,108.59973
0.42405516,3.7209017,0.47904542,108.61459
0.42399433,3.7207716,0.4791048,108.629456
0.42393363,3.720642,0.47916403,108.644226
0.42387283,3.720512,0.47922334,108.65907
0.42381194,3.7203815,0.47928277,108.673904
0.42375118,3.7202523,0.47934178,108.688705
0.42369035,3.7201216,0.47940132,108.70354
0.42362946,3.7199912,0.4794608,108.7184
0.42356873,3.719862,0.47951987,108.733215
0.42350793,3.7197318,0.47957924,108.74805
0.423447,3.7196007,0.4796388,108.762924
0.42338625,3.7194712,0.47969815,108.777725
0.42332542,3.7193408,0.47975752,108.7926
0.42326465,3.7192109,0.47981682,108.8074
0.4232038,3.719081,0.47987613,108.82222
0.42314303,3.718951,0.47993544,108.83707
0.42308283,3.718821,0.47999528,108.85181
0.42302305,3.7186918,0.4800553,108.8665
0.42296317,3.7185621,0.4801155,108.881256
0.42290336,3.7184331,0.4801754,108.895935
0.42284364,3.7183034,0.4802355,108.910675
0.4227838,3.718174,0.48029545,108.925354
0.42272398,3.7180445,0.4803557,108.94008
0.42266408,3.7179143,0.48041597,108.95482
0.42260432,3.717785,0.480476,108.96954
0.4225445,3.717656,0.480536,108.98425
0.4224848,3.7175264,0.48059592,108.99893
0.42242485,3.717397,0.48065618,109.013626
0.42236507,3.717267,0.48071626,109.02838
0.4223052,3.7171378,0.48077634,109.04306
0.42224547,3.717008,0.48083648,109.05777
0.42218554,3.7168784,0.48089656,109.072556
0.42212582,3.7167494,0.48095658,109.08722
0.4220659,3.71662,0.48101667,109.101974
0.42200616,3.7164905,0.4810767,109.11665
0.42194635,3.7163608,0.4811369,109.13139
0.42188656,3.7162316,0.48119673,109.14607
0.42182675,3.7161021,0.4812568,109.16083
0.42176697,3.7159724,0.48131713,109.17554
0.42170712,3.7158432,0.48137704,109.1902
0.42164728,3.7157135,0.48143712,109.20497
0.4215875,3.715584,0.48149726,109.219666
0.42152765,3.7154548,0.48155734,109.23439
0.42146778,3.715325,0.48161742,109.249084
0.42140797,3.7151954,0.48167756,109.263855
0.42134824,3.715066,0.48173758,109.2785
0.42128837,3.7149365,0.48179772,109.29326
0.42122874,3.714808,0.48185745,109.30791
0.4211688,3.7146783,0.48191765,109.32266
0.4211089,3.7145483,0.4819779,109.3374
0.4210492,3.714419,0.48203787,109.35208
0.42098933,3.7142897,0.48209795,109.36679
0.42092955,3.71416,0.48215792,109.3815
0.42086974,3.7140303,0.48221818,109.39624
0.4208099,3.7139013,0.48227802,109.410904
0.42075,3.713771,0.48233852,109.42569
0.42069024,3.7136424,0.48239824,109.44035
0.4206304,3.713513,0.4824585,109.45508
0.4205707,3.7133832,0.48251852,109.4698
0.4205109,3.7132537,0.48257843,109.48448
0.420451,3.713124,0.4826387,109.49922
0.4203911,3.712994,0.48269895,109.51395
0.42033142,3.712865,0.48275897,109.528656
0.4202716,3.7127354,0.482819,109.543396
0.42021185,3.7126064,0.48287895,109.55806
0.42015195,3.7124767,0.4829391,109.572784
0.42009202,3.712347,0.48299935,109.58751
0.42003244,3.7122185,0.48305896,109.60219
0.41997254,3.7120883,0.48311928,109.61693
0.41991264,3.7119584,0.48317942,109.63164
0.41985285,3.7118292,0.48323962,109.64639
0.4197931,3.7116995,0.48329946,109.66109
0.4197333,3.7115705,0.4833596,109.67578
0.4196734,3.7114403,0.48341992,109.69052
0.41961357,3.711311,0.48348,109.70526
0.41955385,3.7111819,0.48353997,109.719955
0.4194941,3.7110531,0.48359963,109.734634
0.41943416,3.7109232,0.48366,109.749374
0.41937435,3.7107933,0.4837202,109.764084
0.41931453,3.710664,0.48378024,109.77879
0.4192547,3.710534,0.48384038,109.79352
0.41919488,3.7104053,0.48390028,109.80818
0.41913512,3.7102757,0.48396042,109.82295
0.41907528,3.7101462,0.48402044,109.83763
0.41901544,3.7100165,0.48408064,109.85237
0.41895577,3.7098873,0.4841405,109.86705
0.41889578,3.709758,0.48420075,109.881775
0.41883603,3.709628,0.48426083,109.896515
0.41877627,3.7094986,0.48432085,109.91121
0.41871637,3.709369,0.484381,109.9259
