ci,absmag,log_lum,dist
0.48564476,5.111532,-0.030251639,102.0659
0.48561502,5.1110125,-0.030053394,102.0775
0.48558497,5.1104927,-0.029854791,102.08902
0.48555505,5.1099725,-0.029656189,102.100586
0.48552516,5.109453,-0.029458063,102.11211
0.48549518,5.108934,-0.02925958,102.12363
0.4854654,5.1084156,-0.029061692,102.13513
0.48543546,5.107896,-0.028863328,102.14667
0.48540547,5.1073747,-0.028664367,102.15825
0.4853755,5.106855,-0.028465765,102.169815
0.48534566,5.106336,-0.028267877,102.18135
0.48531574,5.105816,-0.028069036,102.19289
0.48528573,5.1052957,-0.027870553,102.20442
0.48525578,5.1047764,-0.027672427,102.216
0.48522583,5.1042557,-0.027473466,102.22754
0.48519602,5.103738,-0.027275698,102.239
0.48516607,5.1032186,-0.027077215,102.25055
0.4851362,5.1026993,-0.02687897,102.262085
0.48510617,5.1021786,-0.026680129,102.27367
0.48507622,5.101659,-0.026482003,102.28519
0.48504627,5.101139,-0.02628352,102.29672
0.48501632,5.1006193,-0.026085036,102.30823
0.4849864,5.1000996,-0.025886672,102.31979
0.48495656,5.099581,-0.025688427,102.331345
0.4849265,5.09906,-0.025489585,102.342896
0.48489648,5.0985394,-0.025290864,102.35448
0.48486692,5.098022,-0.025093334,102.365906
0.4848368,5.0975018,-0.024894612,102.37749
0.48480678,5.096982,-0.02469601,102.38902
0.48477706,5.0964646,-0.02449836,102.40051
0.48474693,5.0959425,-0.02429928,102.412094
0.48471695,5.0954223,-0.024100559,102.42372
0.484687,5.0949025,-0.023902433,102.435165
0.4846572,5.0943832,-0.02370395,102.44675
0.48462728,5.093865,-0.023505943,102.45822
0.48459733,5.093344,-0.02330734,102.46979
0.4845674,5.092825,-0.023108857,102.48135
0.48453754,5.092305,-0.02291073,102.49284
0.48450747,5.0917854,-0.022712009,102.50441
0.48447758,5.0912657,-0.022513645,102.51596
0.48444766,5.0907454,-0.022315161,102.52753
0.48441693,5.0902243,-0.022115843,102.53929
0.48438615,5.0897017,-0.021916645,102.55115
0.48435512,5.089179,-0.02171697,102.563065
0.48432454,5.088659,-0.021518247,102.57486
0.48429352,5.0881357,-0.02131881,102.58685
0.4842628,5.087614,-0.02111973,102.5986
0.48423186,5.087092,-0.020920293,102.610504
0.48420095,5.0865693,-0.020720975,102.622375
0.48417002,5.0860467,-0.020521538,102.63426
0.48413908,5.0855246,-0.020322101,102.64613
0.48410824,5.0850015,-0.020122783,102.65799
0.48407733,5.084479,-0.019923108,102.66991
0.48404655,5.0839567,-0.019724028,102.68178
0.48401555,5.083435,-0.019524353,102.69365
0.48398468,5.0829124,-0.019325035,102.705536
0.48395386,5.0823903,-0.019125836,102.71733
0.4839228,5.0818677,-0.01892628,102.72931
0.48389202,5.0813456,-0.01872732,102.74112
0.48386127,5.0808244,-0.01852824,102.75299
0.48383042,5.0803027,-0.018329399,102.76482
0.48379943,5.0797796,-0.018129485,102.77673
0.48376855,5.0792584,-0.017930167,102.788574
0.48373777,5.0787363,-0.017731087,102.800446
0.48370695,5.0782137,-0.017531412,102.81236
0.48367593,5.07769,-0.017331736,102.82428
0.48364502,5.077168,-0.017132418,102.83612
0.48361418,5.076646,-0.016932743,102.84801
0.4835833,5.076124,-0.016733902,102.85986
0.48355243,5.0756016,-0.016534822,102.871735
0.48352158,5.075079,-0.016335027,102.88359
0.48349062,5.0745564,-0.016135829,102.89548
0.48345992,5.0740356,-0.015936868,102.9073
0.48342896,5.0735126,-0.015736954,102.919235
0.483398,5.07299,-0.015537875,102.93114
0.4833672,5.072469,-0.015338795,102.94296
0.48333636,5.071947,-0.015139716,102.95479
0.48330542,5.0714235,-0.01494004,102.96672
0.48327452,5.0709014,-0.014740603,102.97858
0.48324376,5.0703797,-0.0145415235,102.99043
0.48321277,5.0698566,-0.014341848,103.002304
0.48318186,5.069334,-0.014142172,103.01424
0.483151,5.068813,-0.013943093,103.02608
0.48312014,5.0682917,-0.013744252,103.03789
0.48308924,5.067767,-0.013544219,103.04988
0.4830582,5.067245,-0.013344901,103.06171
0.4830276,5.066724,-0.01314606,103.07355
0.48299658,5.066201,-0.012946503,103.085434
0.48296586,5.0656796,-0.012747543,103.09729
0.48293486,5.0651565,-0.012547748,103.10919
0.48290405,5.0646353,-0.012348788,103.12105
0.48287323,5.0641136,-0.012149708,103.13289
0.48284224,5.06359,-0.011949794,103.14482
0.48281142,5.063068,-0.011750476,103.15669
0.48278052,5.0625463,-0.011551397,103.168564
0.48274955,5.062023,-0.011351841,103.18045
0.48271877,5.061501,-0.011152642,103.19231
0.48268792,5.060979,-0.010953205,103.20418
0.482657,5.0604568,-0.010753768,103.216034
0.48262602,5.059934,-0.01055433,103.227936
0.48259336,5.0594015,-0.010351079,103.23987
0.48256055,5.058868,-0.01014735,103.2518
0.48252732,5.058332,-0.009943025,103.263794
0.48249444,5.0577984,-0.009739177,103.27571
0.4824613,5.057263,-0.009534733,103.287674
0.48242834,5.056728,-0.009330766,103.29965
0.48239532,5.056194,-0.009126799,103.3116
0.4823622,5.055659,-0.008922355,103.32355
0.48232925,5.055125,-0.008718627,103.335434
0.48229617,5.0545893,-0.008514183,103.34744
0.4822631,5.0540543,-0.008309977,103.359436
0.48223004,5.0535197,-0.008105891,103.37138
0.48219723,5.052986,-0.007902281,103.38338
0.48216417,5.0524516,-0.0076981955,103.39531
0.48213115,5.051917,-0.0074942284,103.40726
0.48209792,5.05138,-0.007289546,103.41922
0.48206505,5.0508466,-0.00708546,103.43115
0.48203203,5.050313,-0.0068819695,103.443085
0.48199892,5.049777,-0.0066774064,103.45509
0.48196602,5.0492435,-0.0064735585,103.466995
0.48193297,5.0487084,-0.006269353,103.47896
0.48189998,5.0481734,-0.0060651475,103.49097
0.48186678,5.047638,-0.005860942,103.5029
0.4818338,5.0471044,-0.0056568556,103.514786
0.4818008,5.0465684,-0.00545265,103.52684
0.48176777,5.0460343,-0.005248564,103.53877
0.48173475,5.0455003,-0.0050445967,103.550674
0.48170167,5.044965,-0.004840272,103.56268
0.48166862,5.0444303,-0.004636424,103.5746
0.48163566,5.0438957,-0.004432338,103.58658
0.4816026,5.0433617,-0.0042283707,103.598495
0.48156947,5.042825,-0.00402345,103.610535
0.4815365,5.042291,-0.0038198405,103.62247
0.48150367,5.0417585,-0.0036164694,103.63432
0.48147058,5.041223,-0.0034120255,103.64635
0.4814375,5.0406876,-0.0032077008,103.658295
0.48140433,5.0401525,-0.003003376,103.67026
0.4813715,5.039618,-0.002799409,103.68225
0.48133838,5.0390835,-0.0025953227,103.69418
0.48130536,5.0385494,-0.0023912364,103.70613
0.48127234,5.0380144,-0.0021872693,103.718094
0.48123932,5.0374804,-0.0019836598,103.729996
0.48120633,5.0369453,-0.0017789773,103.74196
0.48117343,5.036411,-0.0015751295,103.75392
0.4811403,5.035875,-0.0013708047,103.765915
0.48110723,5.0353417,-0.001167076,103.77782
0.4810742,5.034806,-0.0009625129,103.78981
0.48104125,5.0342717,-0.00075890345,103.80173
0.48100814,5.033737,-0.0005545787,103.81366
0.48097503,5.0332017,-0.0003500156,103.825714
0.4809421,5.032667,-0.00014616772,103.83763
0.48090908,5.032133,5.7680172e-05,103.84956
0.480876,5.0315976,0.00026212411,103.86159
0.48084298,5.031063,0.00046621042,103.87352
0.4808099,5.030528,0.0006701775,103.88545
0.48077685,5.0299926,0.00087462144,103.89743
0.48074397,5.02946,0.0010781117,103.90939
0.48071092,5.0289254,0.001282198,103.92131
0.4806779,5.02839,0.0014865227,103.93327
0.48064485,5.027855,0.0016909667,103.94524
0.4806118,5.02732,0.0018949338,103.95717
0.4805788,5.026786,0.0020987815,103.96913
0.48054573,5.0262504,0.0023032255,103.98111
0.48051277,5.025717,0.0025069541,103.99304
0.48047975,5.025182,0.0027111596,104.00502
0.48044664,5.0246477,0.0029150075,104.01695
0.4804136,5.0241127,0.003119213,104.02887
0.48038056,5.023577,0.0033235378,104.04085
0.48034757,5.0230436,0.003527624,104.05281
0.48031464,5.0225086,0.0037315912,104.06477
0.4802794,5.0219574,0.0039418763,104.077515
0.48024014,5.0213776,0.004163725,104.091675
0.48020092,5.0207977,0.0043849773,104.10585
0.48016167,5.020218,0.0046065873,104.119934
0.48012248,5.019638,0.004828436,104.134155
0.48008326,5.019059,0.0050496883,104.148254
0.480044,5.018479,0.005271179,104.162445
0.4800049,5.0179,0.005492551,104.176544
0.47996557,5.0173187,0.0057143993,104.190735
0.47992653,5.0167413,0.0059354133,104.204865
0.4798872,5.01616,0.0061575,104.219025
0.4798479,5.01558,0.0063791103,104.2332
0.4798087,5.0150003,0.006600601,104.24733
0.47976953,5.01442,0.006822211,104.261505
0.47973037,5.013842,0.0070434636,104.27562
0.47969106,5.013261,0.0072655506,104.28981
0.47965178,5.012681,0.0074871606,104.303986
0.4796126,5.012101,0.0077087707,104.31819
0.4795734,5.011523,0.007930024,104.332275
0.47953412,5.0109425,0.008151634,104.34645
0.47949496,5.0103617,0.008373244,104.36061
0.47945586,5.009783,0.008594615,104.37477
0.4794166,5.009203,0.008815987,104.388885
0.47937736,5.008623,0.009038193,104.40309
0.4793379,5.008042,0.009260042,104.41728
0.4792989,5.0074635,0.009480936,104.431366
0.47925952,5.006883,0.009703023,104.44556
0.47922048,5.006304,0.009924276,104.45969
0.47918126,5.0057244,0.010145647,104.47383
0.47914204,5.005145,0.010367019,104.48796
0.47910282,5.0045652,0.010588748,104.502106
0.4790635,5.003984,0.010810716,104.51633
0.47902444,5.0034046,0.011032088,104.53044
0.47898513,5.0028253,0.011253698,104.54463
0.4789458,5.0022454,0.011475069,104.55879
0.47890663,5.001665,0.011696918,104.57295
0.47886756,5.001086,0.011918051,104.58705
0.47882834,5.0005074,0.012139661,104.60121
0.47878903,4.9999256,0.01236151,104.61543
0.47874987,4.9993463,0.012582881,104.6295
0.47871062,4.9987674,0.012804491,104.64371
0.47867152,4.9981885,0.013025744,104.657776
0.47863227,4.9976077,0.013247712,104.67201
0.47859296,4.997028,0.013469322,104.68613
0.47855368,4.9964476,0.013690932,104.70032
0.47851452,4.995868,0.013912303,104.71446
0.47847512,4.995287,0.01413439,104.7287
0.478436,4.9947085,0.014355643,104.7428
0.47839677,4.9941287,0.014577134,104.7569
0.47835767,4.9935493,0.014798505,104.77104
0.47831845,4.9929695,0.0150202345,104.7852
0.47827917,4.9923887,0.015242083,104.79945
0.4782401,4.9918103,0.015462978,104.81355
0.4782007,4.9912305,0.015684588,104.82767
0.4781616,4.99065,0.015906436,104.84189
0.47812244,4.990071,0.016127927,104.85596
0.47808304,4.98949,0.016349895,104.87019
0.47804388,4.9889107,0.016571147,104.88432
0.47800472,4.988331,0.016792877,104.89847
0.47796538,4.987751,0.017014368,104.912674
0.4779263,4.987172,0.01723562,104.92677
0.4778871,4.9865923,0.01745723,104.94095
0.47784778,4.9860115,0.017679436,104.955124
0.47780848,4.9854317,0.017900808,104.96927
0.47776935,4.9848523,0.01812206,104.98338
0.47773015,4.9842715,0.018344266,104.99759
0.47769096,4.983693,0.01856528,105.01175
0.4776516,4.9831123,0.01878701,105.02591
0.47761256,4.9825344,0.019007904,105.03998
0.47757325,4.9819536,0.019229991,105.054184
0.4775341,4.9813743,0.019451363,105.0683
0.47749487,4.980794,0.019672973,105.082504
0.4774556,4.980214,0.019894702,105.09662
0.47741637,4.9796343,0.020116193,105.11084
0.47737724,4.979055,0.020337684,105.12494
0.47733814,4.978476,0.020559175,105.139084
0.47729877,4.9778957,0.020780666,105.15326
0.47725952,4.977316,0.021002276,105.167404
0.4772204,4.9767356,0.021224005,105.181564
0.47718105,4.9761553,0.021445615,105.195724
0.47714177,4.975575,0.021667583,105.20993
0.47710264,4.974996,0.021888716,105.224045
0.4770634,4.974416,0.022110684,105.23822
0.47702417,4.9738374,0.022331698,105.25229
0.47698486,4.9732566,0.022553546,105.266525
0.47694567,4.9726763,0.022775276,105.280685
0.47690645,4.9720974,0.022996647,105.294815
0.47686738,4.9715176,0.0232179,105.308945
0.47682807,4.970937,0.023439987,105.323135
0.4767888,4.9703574,0.023661477,105.337265
0.47674978,4.969779,0.02388285,105.35141
0.4767105,4.969198,0.024104698,105.36568
0.47667122,4.968619,0.02432583,105.37976
0.476632,4.9680386,0.024547799,105.393906
0.47659278,4.9674587,0.024769409,105.40811
0.47655362,4.96688,0.024990661,105.422195
0.4765144,4.9663005,0.025212033,105.43634
0.47647524,4.9657207,0.025433762,105.450485
0.476436,4.9651403,0.025655253,105.46469
0.47639656,4.964559,0.02587734,105.47887
0.47635743,4.9639807,0.026098711,105.492966
0.47631818,4.9634004,0.026320202,105.50714
0.4762791,4.962821,0.026541455,105.5213
0.47623986,4.962241,0.026763303,105.53548
0.47620064,4.9616623,0.026984556,105.54961
0.47616124,4.9610806,0.027206881,105.56377
0.47612205,4.960501,0.027428253,105.57794
0.47608292,4.9599214,0.027649743,105.59212
0.47604373,4.959342,0.027871115,105.60622
0.4760045,4.9587626,0.028092606,105.62039
0.47596538,4.958184,0.028313858,105.63452
0.47592592,4.957603,0.028535945,105.64873
0.475887,4.957024,0.028757198,105.66283
0.4758478,4.956445,0.02897845,105.677
0.47580835,4.9558644,0.029200418,105.69116
0.47576916,4.955284,0.029422028,105.70528
0.47572994,4.954704,0.029643757,105.71947
0.47569087,4.9541254,0.02986489,105.73363
0.4756515,4.9535446,0.030086739,105.74777
0.47561225,4.9529653,0.030308349,105.76195
0.47557318,4.9523845,0.030530078,105.77611
0.47553393,4.9518056,0.03075133,105.79024
0.4754946,4.9512253,0.03097306,105.80438
0.4754554,4.9506454,0.03119467,105.81854
0.4754163,4.9500656,0.03141604,105.83272
0.47537708,4.9494867,0.03163753,105.84682
0.47533774,4.948906,0.0318595,105.86102
0.47529876,4.9483275,0.03208075,105.87517
0.47525927,4.9477463,0.0323026,105.88934
0.47522023,4.9471684,0.032523613,105.90341
0.47518095,4.9465876,0.032745462,105.91762
0.47514176,4.9460087,0.032966834,105.93176
0.47510237,4.9454274,0.03318892,105.94597
0.4750633,4.944849,0.033409934,105.96008
0.475024,4.9442687,0.033631902,105.97429
0.47498474,4.9436884,0.03385363,105.98842
0.4749456,4.943109,0.034074884,106.00255
0.47490633,4.942529,0.034296494,106.01674
0.47486705,4.941949,0.034518342,106.030914
0.47482795,4.94137,0.034739595,106.045
0.47478873,4.94079,0.034961324,106.059204
0.47474948,4.94021,0.035182815,106.07332
0.47471026,4.93963,0.035404306,106.08748
0.47467098,4.93905,0.035626035,106.10162
0.47463176,4.9384704,0.035847884,106.11574
0.47459254,4.937889,0.03607009,106.12987
0.47455323,4.9373074,0.036292177,106.14403
0.4745139,4.936726,0.036514502,106.1582
0.4744746,4.9361463,0.03673659,106.17232
0.4744354,4.9355655,0.036958557,106.18642
0.47439596,4.9349847,0.037180882,106.20056
0.47435662,4.9344034,0.037403207,106.21466
0.47431743,4.9338236,0.037625175,106.22876
0.47427818,4.9332438,0.037846666,106.24284
0.4742389,4.9326625,0.038068872,106.25699
0.47419953,4.9320807,0.038291197,106.27115
0.47416037,4.9315014,0.038513046,106.28522
0.47412097,4.9309196,0.03873537,106.29936
0.47408178,4.930339,0.038957577,106.31346
0.47404245,4.929758,0.039179783,106.32764
0.4740031,4.9291778,0.039401513,106.34172
0.47396383,4.9285965,0.039623957,106.355865
0.47392452,4.9280157,0.039846044,106.369965
0.47388527,4.927435,0.04006813,106.38414
0.47384608,4.926855,0.04028998,106.39824
0.47380662,4.9262743,0.040512066,106.41234
0.4737673,4.925692,0.04073463,106.42651
0.47372806,4.9251113,0.040956836,106.44069
0.47368878,4.9245305,0.041178923,106.45477
0.47364962,4.9239507,0.041400652,106.46887
0.47360933,4.923368,0.041623812,106.48326
0.47356927,4.9227853,0.041846853,106.497696
0.47352913,4.9222035,0.042069774,106.51204
0.47348908,4.921621,0.042292576,106.52643
0.47344893,4.921039,0.04251526,106.54083
0.47340873,4.9204555,0.042738657,106.55528
0.4733687,4.9198747,0.04296146,106.569595
0.47332856,4.919292,0.0431845,106.584015
0.47328842,4.918709,0.04340766,106.59837
0.47324836,4.918127,0.043630343,106.61281
0.4732084,4.9175463,0.043852787,106.627075
0.47316825,4.9169636,0.044076066,106.64151
0.47312814,4.9163814,0.044299107,106.65596
0.47308797,4.9157987,0.04452167,106.67027
0.47304785,4.915216,0.04474507,106.68469
0.4730078,4.914634,0.044967633,106.6991
0.4729676,4.9140515,0.04519103,106.7135
0.47292757,4.91347,0.045413714,106.72783
0.4728875,4.9128885,0.045636516,106.74222
0.47284725,4.912305,0.045859795,106.75664
0.47280723,4.911722,0.046082955,106.77104
0.472767,4.9111395,0.046305876,106.785416
0.47272694,4.9105577,0.046528798,106.79985
0.47268686,4.909976,0.04675184,106.81419
0.47264677,4.909393,0.04697488,106.8286
0.47260672,4.908812,0.047197204,106.84297
0.4725665,4.9082284,0.04742072,106.85739
0.4725263,4.9076457,0.047643762,106.871765
0.47248632,4.907064,0.047866564,106.88617
0.4724462,4.906483,0.04808901,106.90051
0.47240618,4.905901,0.04831193,106.91489
0.47236592,4.9053164,0.048535567,106.92932
0.47232586,4.904735,0.04875813,106.943665
0.47228578,4.9041524,0.04898141,106.958084
0.47224578,4.9035716,0.049203735,106.9724
0.4722056,4.902988,0.049427133,106.98686
0.47216547,4.9024053,0.049650174,107.001236
0.47212544,4.901824,0.0498725,107.015564
0.4720853,4.9012427,0.050095182,107.02997
0.47204503,4.9006586,0.050319176,107.04442
0.47200507,4.900077,0.05054162,107.05876
0.47196487,4.8994946,0.05076478,107.07318
0.47192487,4.8989124,0.050987463,107.087524
0.4718847,4.8983307,0.051210623,107.10196
0.4718447,4.8977485,0.05143295,107.1163
0.47180453,4.8971667,0.05165599,107.130646
0.47176448,4.896584,0.05187915,107.14508
0.47172433,4.896002,0.05210207,107.159454
0.47168422,4.8954186,0.05232547,107.17389
0.47164407,4.8948374,0.052548032,107.18822
0.47160417,4.894256,0.052770596,107.202576
0.4715638,4.8936715,0.05299435,107.21706
0.4715238,4.8930907,0.053216677,107.23137
0.47148347,4.8925066,0.053440195,107.24577
0.47144362,4.891926,0.05366276,107.26018
0.47140342,4.891343,0.053886157,107.2746
0.4713634,4.8907614,0.05410884,107.28899
0.47132328,4.890178,0.05433188,107.303375
0.4712832,4.889597,0.054554325,107.31775
0.4712429,4.889013,0.05477796,107.33215
0.47120306,4.8884325,0.055000406,107.34648
0.47116286,4.8878503,0.05522309,107.36087
0.47112262,4.8872666,0.055446606,107.37529
0.47108248,4.886684,0.055669885,107.389694
0.47104254,4.8861027,0.05589233,107.4041
0.47100237,4.8855214,0.05611513,107.41843
0.47096223,4.884938,0.05633841,107.432846
0.4709222,4.8843565,0.056560855,107.447174
0.47088215,4.883774,0.056783896,107.461655
0.47084185,4.883191,0.057007294,107.47601
0.4708019,4.8826103,0.0572295,107.490295
0.4707618,4.882027,0.05745278,107.50476
0.4707215,4.881445,0.05767582,107.519135
0.4706815,4.8808618,0.05789898,107.533585
0.4706414,4.8802795,0.0581219,107.54793
0.47060135,4.879698,0.058344822,107.56233
0.47056118,4.8791156,0.058567625,107.57669
0.4705213,4.8785353,0.05879019,107.59108
0.4704811,4.877952,0.059013348,107.60545
0.47044098,4.87737,0.05923591,107.61984
0.47040075,4.8767867,0.05945931,107.63423
0.47036085,4.8762045,0.05968223,107.648636
0.4703206,4.875622,0.05990563,107.663025
0.47028047,4.8750396,0.060128313,107.67743
0.47024047,4.874459,0.060350638,107.69174
0.47020012,4.8738747,0.060574513,107.70624
0.4701601,4.8732924,0.060797315,107.72061
0.47012,4.872711,0.06101976,107.73497
0.47007993,4.872129,0.06124292,107.74936
0.4700398,4.8715463,0.06146608,107.76376
0.46999976,4.8709645,0.061688643,107.77812
0.46995968,4.870382,0.061911564,107.79248
0.4699196,4.8698,0.062134486,107.806885
0.4698795,4.8692183,0.062357288,107.82126
0.4698392,4.868634,0.06258093,107.83569
0.46979922,4.868053,0.06280349,107.850006
0.46975905,4.8674707,0.06302653,107.864426
0.46971893,4.866888,0.06324969,107.878876
0.46967894,4.866306,0.063472256,107.89322
0.46963876,4.8657236,0.0636953,107.90762
0.46959874,4.8651423,0.06391798,107.922
0.4695585,4.8645587,0.06414138,107.93642
0.46951842,4.8639774,0.06436394,107.950775
0.46947834,4.863395,0.06458698,107.96512
0.4694383,4.8628125,0.064809784,107.97958
0.46939817,4.862231,0.065032825,107.99396
0.469358,4.8616476,0.065256104,108.00838
0.46931788,4.861065,0.065478906,108.02272
0.4692777,4.860483,0.06570183,108.037094
0.46923772,4.859902,0.06592463,108.05147
0.46919772,4.859319,0.06614731,108.06584
0.46915755,4.8587365,0.06637071,108.08026
0.4691173,4.8581543,0.06659387,108.094635
0.46907726,4.857572,0.066816434,108.109024
0.46903712,4.85699,0.067039356,108.12341
0.46899703,4.8564076,0.067262396,108.13777
0.46895695,4.855825,0.06748532,108.15216
0.4689167,4.8552427,0.06770848,108.16661
0.46887666,4.85466,0.06793164,108.181
0.46883664,4.854079,0.06815432,108.19533
0.4687965,4.8534956,0.06837724,108.20975
0.4687564,4.852914,0.06860016,108.22415
0.46871638,4.852332,0.068822846,108.23851
0.46867615,4.8517494,0.069046006,108.25293
0.4686361,4.8511667,0.069269046,108.2673
0.46859604,4.8505855,0.06949149,108.28165
0.46855584,4.850002,0.06971513,108.2961
0.46851575,4.849419,0.06993805,108.310486
0.46847582,4.8488383,0.07016049,108.32483
0.4684356,4.848256,0.070383415,108.33923
0.46839547,4.847674,0.070606574,108.35361
0.4683554,4.8470917,0.070829496,108.36798
0.46831527,4.846509,0.07105242,108.38237
